Product ID,Product Name,Scenario,Total Emissions (kgCO2e),Yield (%),Intensity (kgCO2e/m²),Recovered Mass (kg),[Stage] Removal,[Stage] Transport: Site->Processor,[Stage] Pre-Processing (Breaking),[Stage] Dismantling,[Stage] Disassembly,[Stage] Repurposing,[Stage] Reconditioning,[Stage] Repair,[Stage] IGU Assembly,[Stage] Packaging,[Stage] Transport: Processor->Reuse,[Stage] Transport: Processor->Float,[Stage] Transport: Open-Loop,[Stage] Transport: Disposal,[Stage] Installation,Origin,Processor,Route A Mode,Route A Dist (km),Emissions_Dismantling (E_site)
3. DETERIORATED COATINGS 100% AIR,3.2_DGU_44.2_16_6,Closed-loop (Broken),16.043,0.0,0.0,0.0,0.375,8.092,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.451,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
3. DETERIORATED COATINGS 100% AIR,3.2_DGU_44.2_16_6,Open-loop (Intact),18.258,20.0,36.516,63.09,0.0,10.144,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778,5.961,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
3. DETERIORATED COATINGS 100% AIR,3.2_DGU_44.2_16_6,Open-loop (Broken),16.331,20.0,32.661,63.09,0.0,8.092,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778,5.961,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
3. DETERIORATED COATINGS 100% AIR,3.2_DGU_44.2_16_6,Straight to Landfill,1.162,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
3. DETERIORATED COATINGS 100% AIR,3.3_TGU_6_16_6_16_6,System Reuse (Direct),10.336,100.0,4.134,114.55,0.0,4.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.595,0.0,0.0,0.0,0.375,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
3. DETERIORATED COATINGS 100% AIR,3.3_TGU_6_16_6_16_6,System Reuse (Repair),12.261,80.0,6.131,91.64,0.0,4.991,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.054,0.0,0.0,0.541,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
3. DETERIORATED COATINGS 100% AIR,3.3_TGU_6_16_6_16_6,Component Reuse,21.9,80.0,10.95,91.64,0.0,4.991,0.0,0.0,2.0,0.0,3.0,0.0,6.639,0.0,4.054,0.0,0.0,0.541,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
3. DETERIORATED COATINGS 100% AIR,3.3_TGU_6_16_6_16_6,Repurpose (Light),14.799,90.0,6.577,103.095,0.0,4.991,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,4.325,0.0,0.0,0.271,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
3. DETERIORATED COATINGS 100% AIR,3.3_TGU_6_16_6_16_6,Repurpose (Medium),17.049,90.0,7.577,103.095,0.0,4.991,0.0,0.0,2.25,4.5,0.0,0.0,0.0,0.0,4.325,0.0,0.0,0.271,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
3. DETERIORATED COATINGS 100% AIR,3.3_TGU_6_16_6_16_6,Repurpose (Heavy),19.299,90.0,8.577,103.095,0.0,4.991,0.0,0.0,2.25,6.75,0.0,0.0,0.0,0.0,4.325,0.0,0.0,0.271,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
3. DETERIORATED COATINGS 100% AIR,3.3_TGU_6_16_6_16_6,Closed-loop (Intact),8.489,80.0,4.244,91.64,0.375,4.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.582,0.0,0.541,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
3. DETERIORATED COATINGS 100% AIR,3.3_TGU_6_16_6_16_6,Closed-loop (Broken),6.562,80.0,3.281,91.64,0.375,2.939,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.582,0.0,0.541,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
3. DETERIORATED COATINGS 100% AIR,3.3_TGU_6_16_6_16_6,Open-loop (Intact),8.176,20.0,16.352,22.91,0.0,4.991,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646,2.165,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
3. DETERIORATED COATINGS 100% AIR,3.3_TGU_6_16_6_16_6,Open-loop (Broken),6.249,20.0,12.497,22.91,0.0,2.939,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646,2.165,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
3. DETERIORATED COATINGS 100% AIR,3.3_TGU_6_16_6_16_6,Straight to Landfill,0.661,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.1_DGU_6_16_6_Bronze,System Reuse (Direct),8.471,100.0,3.388,76.7,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701,0.0,0.0,0.0,0.375,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.1_DGU_6_16_6_Bronze,System Reuse (Repair),10.396,80.0,5.198,61.36,0.0,4.02,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.339,0.0,0.0,0.362,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.1_DGU_6_16_6_Bronze,Component Reuse,19.876,80.0,9.938,61.36,0.0,4.02,0.0,0.0,2.0,0.0,3.0,0.0,6.48,0.0,3.339,0.0,0.0,0.362,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.1_DGU_6_16_6_Bronze,Repurpose (Light),12.934,90.0,5.748,69.03,0.0,4.02,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.181,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.1_DGU_6_16_6_Bronze,Repurpose (Medium),15.184,90.0,6.748,69.03,0.0,4.02,0.0,0.0,2.25,4.5,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.181,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.1_DGU_6_16_6_Bronze,Repurpose (Heavy),17.434,90.0,7.748,69.03,0.0,4.02,0.0,0.0,2.25,6.75,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.181,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.1_DGU_6_16_6_Bronze,Closed-loop (Intact),6.486,80.0,3.243,61.36,0.375,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.729,0.0,0.362,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.1_DGU_6_16_6_Bronze,Closed-loop (Broken),4.559,80.0,2.279,61.36,0.375,1.968,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.729,0.0,0.362,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.1_DGU_6_16_6_Bronze,Open-loop (Intact),6.276,20.0,12.553,15.34,0.0,4.02,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432,1.449,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.1_DGU_6_16_6_Bronze,Open-loop (Broken),4.349,20.0,8.698,15.34,0.0,1.968,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432,1.449,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.1_DGU_6_16_6_Bronze,Straight to Landfill,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.2_DGU_44.2_16_6_Bronze,System Reuse (Direct),20.235,100.0,8.094,315.45,0.0,10.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34,0.0,0.0,0.0,0.375,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.2_DGU_44.2_16_6_Bronze,System Reuse (Repair),22.16,80.0,11.08,252.36,0.0,10.144,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.85,0.0,0.0,1.49,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.2_DGU_44.2_16_6_Bronze,Component Reuse,31.64,80.0,15.82,252.36,0.0,10.144,0.0,0.0,2.0,0.0,3.0,0.0,6.48,0.0,7.85,0.0,0.0,1.49,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.2_DGU_44.2_16_6_Bronze,Repurpose (Light),24.697,90.0,10.977,283.905,0.0,10.144,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,8.595,0.0,0.0,0.745,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.2_DGU_44.2_16_6_Bronze,Repurpose (Medium),26.947,90.0,11.977,283.905,0.0,10.144,0.0,0.0,2.25,4.5,0.0,0.0,0.0,0.0,8.595,0.0,0.0,0.745,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.2_DGU_44.2_16_6_Bronze,Repurpose (Heavy),29.197,90.0,12.977,283.905,0.0,10.144,0.0,0.0,2.25,6.75,0.0,0.0,0.0,0.0,8.595,0.0,0.0,0.745,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.2_DGU_44.2_16_6_Bronze,Closed-loop (Intact),17.97,0.0,0.0,0.0,0.375,10.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.451,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.2_DGU_44.2_16_6_Bronze,Closed-loop (Broken),16.043,0.0,0.0,0.0,0.375,8.092,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.451,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.2_DGU_44.2_16_6_Bronze,Open-loop (Intact),18.258,20.0,36.516,63.09,0.0,10.144,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778,5.961,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.2_DGU_44.2_16_6_Bronze,Open-loop (Broken),16.331,20.0,32.661,63.09,0.0,8.092,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778,5.961,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.2_DGU_44.2_16_6_Bronze,Straight to Landfill,1.162,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.3_TGU_6_16_6_16_6_Bronze_Low-e,System Reuse (Direct),10.336,100.0,4.134,114.55,0.0,4.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.595,0.0,0.0,0.0,0.375,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.3_TGU_6_16_6_16_6_Bronze_Low-e,System Reuse (Repair),12.261,80.0,6.131,91.64,0.0,4.991,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.054,0.0,0.0,0.541,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.3_TGU_6_16_6_16_6_Bronze_Low-e,Component Reuse,21.9,80.0,10.95,91.64,0.0,4.991,0.0,0.0,2.0,0.0,3.0,0.0,6.639,0.0,4.054,0.0,0.0,0.541,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.3_TGU_6_16_6_16_6_Bronze_Low-e,Repurpose (Light),14.799,90.0,6.577,103.095,0.0,4.991,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,4.325,0.0,0.0,0.271,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.3_TGU_6_16_6_16_6_Bronze_Low-e,Repurpose (Medium),17.049,90.0,7.577,103.095,0.0,4.991,0.0,0.0,2.25,4.5,0.0,0.0,0.0,0.0,4.325,0.0,0.0,0.271,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.3_TGU_6_16_6_16_6_Bronze_Low-e,Repurpose (Heavy),19.299,90.0,8.577,103.095,0.0,4.991,0.0,0.0,2.25,6.75,0.0,0.0,0.0,0.0,4.325,0.0,0.0,0.271,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
4. ORIGINAL COATINGS 66% ARGON,4.3_TGU_6_16_6_16_6_Bronze_Low-e,Closed-loop (Intact),8.489,80.0,4.244,91.64,0.375,4.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.582,0.0,0.541,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.3_TGU_6_16_6_16_6_Bronze_Low-e,Closed-loop (Broken),6.562,80.0,3.281,91.64,0.375,2.939,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.582,0.0,0.541,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.3_TGU_6_16_6_16_6_Bronze_Low-e,Open-loop (Intact),8.176,20.0,16.352,22.91,0.0,4.991,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646,2.165,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.3_TGU_6_16_6_16_6_Bronze_Low-e,Open-loop (Broken),6.249,20.0,12.497,22.91,0.0,2.939,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646,2.165,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
4. ORIGINAL COATINGS 66% ARGON,4.3_TGU_6_16_6_16_6_Bronze_Low-e,Straight to Landfill,0.661,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.1_DGU_6_16_6,System Reuse (Direct),8.471,100.0,3.388,76.7,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701,0.0,0.0,0.0,0.375,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.1_DGU_6_16_6,System Reuse (Repair),10.396,80.0,5.198,61.36,0.0,4.02,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.339,0.0,0.0,0.362,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.1_DGU_6_16_6,Component Reuse,19.876,80.0,9.938,61.36,0.0,4.02,0.0,0.0,2.0,0.0,3.0,0.0,6.48,0.0,3.339,0.0,0.0,0.362,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.1_DGU_6_16_6,Repurpose (Light),12.934,90.0,5.748,69.03,0.0,4.02,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.181,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.1_DGU_6_16_6,Repurpose (Medium),15.184,90.0,6.748,69.03,0.0,4.02,0.0,0.0,2.25,4.5,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.181,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.1_DGU_6_16_6,Repurpose (Heavy),17.434,90.0,7.748,69.03,0.0,4.02,0.0,0.0,2.25,6.75,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.181,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.1_DGU_6_16_6,Closed-loop (Intact),6.486,80.0,3.243,61.36,0.375,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.729,0.0,0.362,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.1_DGU_6_16_6,Closed-loop (Broken),4.559,80.0,2.279,61.36,0.375,1.968,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.729,0.0,0.362,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.1_DGU_6_16_6,Open-loop (Intact),6.276,20.0,12.553,15.34,0.0,4.02,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432,1.449,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.1_DGU_6_16_6,Open-loop (Broken),4.349,20.0,8.698,15.34,0.0,1.968,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432,1.449,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.1_DGU_6_16_6,Straight to Landfill,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.2_DGU_44.2_16_6,System Reuse (Direct),20.235,100.0,8.094,315.45,0.0,10.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34,0.0,0.0,0.0,0.375,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.2_DGU_44.2_16_6,System Reuse (Repair),22.16,80.0,11.08,252.36,0.0,10.144,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.85,0.0,0.0,1.49,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.2_DGU_44.2_16_6,Component Reuse,31.64,80.0,15.82,252.36,0.0,10.144,0.0,0.0,2.0,0.0,3.0,0.0,6.48,0.0,7.85,0.0,0.0,1.49,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.2_DGU_44.2_16_6,Repurpose (Light),24.697,90.0,10.977,283.905,0.0,10.144,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,8.595,0.0,0.0,0.745,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.2_DGU_44.2_16_6,Repurpose (Medium),26.947,90.0,11.977,283.905,0.0,10.144,0.0,0.0,2.25,4.5,0.0,0.0,0.0,0.0,8.595,0.0,0.0,0.745,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.2_DGU_44.2_16_6,Repurpose (Heavy),29.197,90.0,12.977,283.905,0.0,10.144,0.0,0.0,2.25,6.75,0.0,0.0,0.0,0.0,8.595,0.0,0.0,0.745,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.2_DGU_44.2_16_6,Closed-loop (Intact),17.97,0.0,0.0,0.0,0.375,10.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.451,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.2_DGU_44.2_16_6,Closed-loop (Broken),16.043,0.0,0.0,0.0,0.375,8.092,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.451,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.2_DGU_44.2_16_6,Open-loop (Intact),18.258,20.0,36.516,63.09,0.0,10.144,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778,5.961,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.2_DGU_44.2_16_6,Open-loop (Broken),16.331,20.0,32.661,63.09,0.0,8.092,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778,5.961,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.2_DGU_44.2_16_6,Straight to Landfill,1.162,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.3_TGU_6_16_6_16_6,System Reuse (Direct),10.336,100.0,4.134,114.55,0.0,4.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.595,0.0,0.0,0.0,0.375,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.3_TGU_6_16_6_16_6,System Reuse (Repair),12.261,80.0,6.131,91.64,0.0,4.991,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.054,0.0,0.0,0.541,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.3_TGU_6_16_6_16_6,Component Reuse,21.9,80.0,10.95,91.64,0.0,4.991,0.0,0.0,2.0,0.0,3.0,0.0,6.639,0.0,4.054,0.0,0.0,0.541,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.3_TGU_6_16_6_16_6,Repurpose (Light),14.799,90.0,6.577,103.095,0.0,4.991,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,4.325,0.0,0.0,0.271,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.3_TGU_6_16_6_16_6,Repurpose (Medium),17.049,90.0,7.577,103.095,0.0,4.991,0.0,0.0,2.25,4.5,0.0,0.0,0.0,0.0,4.325,0.0,0.0,0.271,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.3_TGU_6_16_6_16_6,Repurpose (Heavy),19.299,90.0,8.577,103.095,0.0,4.991,0.0,0.0,2.25,6.75,0.0,0.0,0.0,0.0,4.325,0.0,0.0,0.271,0.337,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
5. DETERIORATED COATINGS 66% ARGON,5.3_TGU_6_16_6_16_6,Closed-loop (Intact),8.489,80.0,4.244,91.64,0.375,4.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.582,0.0,0.541,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.3_TGU_6_16_6_16_6,Closed-loop (Broken),6.562,80.0,3.281,91.64,0.375,2.939,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.582,0.0,0.541,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.3_TGU_6_16_6_16_6,Open-loop (Intact),8.176,20.0,16.352,22.91,0.0,4.991,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646,2.165,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.3_TGU_6_16_6_16_6,Open-loop (Broken),6.249,20.0,12.497,22.91,0.0,2.939,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646,2.165,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
5. DETERIORATED COATINGS 66% ARGON,5.3_TGU_6_16_6_16_6,Straight to Landfill,0.661,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.0
6. NEW,6.1_DGU_6_16_6_Cool-Lite Xtreme 70 33,System Reuse (Direct),8.464,100.0,3.386,76.56,0.0,4.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.698,0.0,0.0,0.0,0.375,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
6. NEW,6.1_DGU_6_16_6_Cool-Lite Xtreme 70 33,System Reuse (Repair),10.389,80.0,5.195,61.248,0.0,4.016,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.336,0.0,0.0,0.362,0.3,"52.0114017,4.35839","50.8465573,4.351697",HGV lorry,163.603,0.375
